🇨🇳央视,#genre#
济南长清新闻,http://jsylivealone302.iqilu.com/live/changqing_tv01.m3u8
济南长清生活,http://jsylivealone302.iqilu.com/live/changqing_tv02.m3u8
济南商河综合,http://jsylivealone302.iqilu.com/live/shanghe_tv01.m3u8
济南商河影视,http://jsylivealone302.iqilu.com/live/shanghe_tv02.m3u8
济南济阳综合,http://jsylivealone302.iqilu.com/live/jiyang_tv01.m3u8
济南济阳影视,http://jsylivealone302.iqilu.com/live/jiyang_tv02.m3u8
青岛即墨综合,http://jsylivealone302.iqilu.com/live/jimo_tv01.m3u8
青岛即墨综合,http://jsylivealone302.iqilu.com/live/jimo_tv02.m3u8
青岛李沧综合,http://live.lcqtv.com:88/live/lcqtv.m3u8
淄博沂源新闻,http://jsylivealone302.iqilu.com/live/yiyuan_tv01/index.m3u8
淄博沂源生活,http://jsylivealone302.iqilu.com/live/yiyuan_tv02/index.m3u8
德州武城新闻,http://jsylivealone302.iqilu.com/live/wucheng_tv01/index.m3u8
德州武城影视,http://jsylivealone302.iqilu.com/live/wucheng_tv02/index.m3u8
潍坊高密综合,http://livealone302.iqilu.com/gaomi/gaomi_tv01/playlist.m3u8
潍坊安丘新闻,http://jsylivealone302.iqilu.com/live/anqiu_tv01/index.m3u8
潍坊安丘民生,http://jsylivealone302.iqilu.com/live/anqiu_tv02/index.m3u8
潍坊寒亭新闻,http://jsylivealone302.iqilu.com/live/hanting_tv01/index.m3u8
潍坊青州新闻,http://sdqz.chinashadt.com:2036/live/stream:1.stream_360p/playlist.m3u8
潍坊青州新闻,http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
潍坊青州文旅,http://sdqz.chinashadt.com:2036/live/stream:3.stream_360p/playlist.m3u8
潍坊青州文旅,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8
潍坊诸城新闻,http://jsyaudiolive302.iqilu.com/live/zhucheng_tv01.m3u8
潍坊诸城生活,http://jsyaudiolive302.iqilu.com/live/zhucheng_tv02.m3u8
潍坊奎文电视台,http://jsylivealone302.iqilu.com/live/kuiwen_tv01/index.m3u8
菏泽鄄城综合,http://jsylivealone302.iqilu.com/live/juancheng_tv01/index.m3u8
菏泽鄄城综艺,http://jsylivealone302.iqilu.com/live/juancheng_tv02/index.m3u8
菏泽成武综合,http://jsylivealone302.iqilu.com/live/chengwu_tv01.m3u8
菏泽成武综艺,http://jsylivealone302.iqilu.com/live/chengwu_tv02.m3u8
菏泽东明综合,http://jsylivealone302.iqilu.com/live/dongming_tv01.m3u8
菏泽曹县综合,http://jsylivealone302.iqilu.com/live/caoxian_tv01/index.m3u8
菏泽定陶一套,http://jsylivealone302.iqilu.com/live/dingtao_tv01/index.m3u8
菏泽定陶二套,http://jsylivealone302.iqilu.com/live/dingtao_tv02/index.m3u8
菏泽郓城综合,http://jsylivealone302.iqilu.com/live/yuncheng_tv01/index.m3u8
菏泽郓城民生,http://jsylivealone302.iqilu.com/live/yuncheng_tv02/index.m3u8
菏泽单县综合,http://jsylivealone302.iqilu.com/live/shanxian_tv01/index.m3u8
滨州惠民综合,http://jsylivealone302.iqilu.com/live/huimin_tv01/index.m3u8
滨州惠民影视,http://jsylivealone302.iqilu.com/live/huimin_tv02/index.m3u8
东营利津综合,http://sdlj.chinashadt.com:2036/live/lijin.stream/chunklist_w231562167.m3u8
东营利津文化,http://sdlj.chinashadt.com:2036/live/shenghuo.stream/chunklist_w1506535972.m3u8
烟台龙口综合,http://jsylivealone302.iqilu.com/live/longkou_tv01/index.m3u8
烟台龙口党建,http://jsylivealone302.iqilu.com/live/longkou_tv02/index.m3u8
烟台福山综合,http://jsylivealone302.iqilu.com/live/fushan_tv01/index.m3u8
烟台栖霞综合,http://jsylivealone302.iqilu.com/live/qixia_tv01/index.m3u8
烟台蓬莱新闻,http://jsylivealone302.iqilu.com/live/penglai_tv01.m3u8
烟台蓬莱综合,http://jsylivealone302.iqilu.com/live/penglai_tv02.m3u8
烟台莱州综合,http://jsylivealone302.iqilu.com/live/laizhou_tv01.m3u8
威海文登一套,http://jsylivealone302.iqilu.com/live/wendeng_tv01.m3u8
威海文登二套,http://jsylivealone302.iqilu.com/live/wendeng_tv02.m3u8
聊城茌平综合,http://jsylivealone302.iqilu.com/live/chiping_tv01.m3u8
聊城茌平生活,http://jsylivealone302.iqilu.com/live/chiping_tv02.m3u8
聊城临清信息,http://jsylivealone302.iqilu.com/live/linqing_tv02/index.m3u8
泰安新泰综合,http://live.xtgdw.cn:1935/live/xtzh/playlist.m3u8
泰安新泰乡村,http://live.xtgdw.cn:1935/live/xtxc/playlist.m3u8
泰安宁阳一套,http://jsylivealone302.iqilu.com/live/ningyang_tv01/index.m3u8
泰安宁阳二套,http://jsylivealone302.iqilu.com/live/ningyang_tv02/index.m3u8
日照莒县一套,http://61.162.225.122:8181/live/test1.m3u8
日照莒县二套,http://61.162.225.122:8181/live/test2.m3u8
临沂蒙阴一套,http://jsylivealone302.iqilu.com/live/mengyin_tv01/index.m3u8
临沂蒙阴二套,http://jsylivealone302.iqilu.com/live/mengyin_tv02/index.m3u8
临沂费县综合,http://jsylivealone302.iqilu.com/live/feixian_tv01/index.m3u8
临沂费县生活,http://jsylivealone302.iqilu.com/live/feixian_tv02/index.m3u8
临沂河东影视,http://jsylivealone302.iqilu.com/live/hedong_tv01/index.m3u8
临沂临沭一套,http://jsylivealone302.iqilu.com/live/linshu_tv01/index.m3u8
临沂兰陵综合,http://jsylivealone302.iqilu.com/live/lanling_tv01.m3u8
临沂兰陵公共,http://jsylivealone302.iqilu.com/live/lanling_tv02.m3u8
枣庄台儿庄一,http://jsylivealone302.iqilu.com/live/taierzhuang_tv01/index.m3u8
枣庄峄城一套,http://jsylivealone302.iqilu.com/live/yicheng_tv01/index.m3u8
滨州测试频道,http://stream.bzcm.net/4/sd/live.m3u8
东营图文频道,http://stream.hhek.cn/twpd/sd/live.m3u8
枣庄新闻综合频道,http://stream.zzgd.tv/1/playlist.m3u8
枣庄公共频道,http://stream.zzgd.tv/3/playlist.m3u8
枣庄,http://stream.zzgd.tv/2/sd/live.m3u8
滨州新闻,http://stream.bzcm.net/2/sd/live.m3u8
滨州公共,http://stream.bzcm.net/1/sd/live.m3u8

📺吉林,#genre#
吉林都市,http://stream1.jlntv.cn/dspd/sd/live.m3u8?_upt=4f4899d21531575987
吉林生活,http://stream1.jlntv.cn/shpd/sd/live.m3u8?_upt=212b47d81531576020
吉林影视,http://stream1.jlntv.cn/yspd/sd/live.m3u8
吉林乡村,http://stream1.jlntv.cn/xcpd/sd/live.m3u8
吉林公共,http://stream1.jlntv.cn/ggpd/sd/live.m3u8
吉林7频道,http://stream1.jlntv.cn/fzpd/sd/live.m3u8

📺广东,#genre#
广东点掌财经,http://cclive2.aniu.tv/live/anzb.m3u8
广东潮州综合,http://dslive.grtn.cn/czzh/sd/live.m3u8
广东综艺 4K,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=79&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
肇庆综合,http://dslive.grtn.cn/zqzh/sd/live.m3u8?_upt=22426f991577923762
佛山综合,http://dslive.grtn.cn/fszh/sd/live.m3u8
韶关综合,http://dslive.grtn.cn/sgxwzhHD/sd/live.m3u8
东莞综合,http://dslive.grtn.cn/dgzh/sd/live.m3u8
惠州综合,http://dslive.grtn.cn/hzzh/sd/live.m3u8
珠海综合,http://dslive.grtn.cn/zhzh/sd/live.m3u8
汕尾综合,http://dslive.grtn.cn/swzh/sd/live.m3u8
揭阳综合,http://dslive.grtn.cn/jyzh/sd/live.m3u8
湛江综合,http://dslive.grtn.cn/zjzh/sd/live.m3u8
江门综合,http://dslive.grtn.cn/jmzh/sd/live.m3u8
河源综合,http://dslive.grtn.cn/hyzh/sd/live.m3u8
电白视窗,http://gddb.chinashadt.com:1935/live/video2.stream/chunklist_w790029847.m3u8
电白综合,http://gddb.chinashadt.com:1935/live/video1.stream/chunklist_w1330203773.m3u8
番禺综合,http://live.pybtv.cn/channel1/sd/live.m3u8

📺深圳,#genre#
深圳综合,http://hbsz.chinashadt.com:2036/live/stream:sztv.stream/chunklist_w1056600619.m3u8
深圳东部,http://liveplay.sznews.com/66_norecord_live/343.m3u8
深圳蛇口,http://218.17.99.211:82/hls/d4encs75.m3u8
深圳蛇口,http://218.17.99.211:5080/hls/ttsw6ccn.m3u8

📺河南,#genre#
南阳科教,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_296.m3u8
南阳一套新闻综合,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_142.m3u8
南阳二套公共频道,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_295.m3u8
洛阳综合,http://live1.lytv.com.cn:1935/live/LYTV1-1/playlist.m3u8
周口经济生活,http://tv.zkxww.com:1935/live2/mp4:ch2-500k/playlist.m3u8
周口科教文化,http://tv.zkxww.com:1935/live3/mp4:ch3-500k/playlist.m3u8
周口图文信息,http://tv.zkxww.com:1935/live4/mp4:ch4-500k/playlist.m3u8
中牟综合,http://218.206.193.210:9850/playServer/acquirePlayService?type=live&resourceId=1000000000000001&protocol=hls0&drmType=none&deviceGroup=TV(STB)&op=sovp&playType=catchup&redirect=m3u8&nsukey=&kdsplayer=media

📺河北,#genre#
献县1台,http://hbxx.chinashadt.com:3299/live/stream%3Adi7.stream_360p/chunklist.m3u8
献县2台,http://hbxx.chinashadt.com:3299/live/stream%3Adi8.stream_360p/chunklist.m3u8
沧州电视台一套,http://czlive.czgd.tv:85/live/xnyt.m3u8
沧州电视台二套,http://czlive.czgd.tv:85/live/xnet.m3u8
沧州电视台三套,http://czlive.czgd.tv:85/live/xnst.m3u8
衡水影视娱乐,http://hls.hsrtv.cn/hls/hstv2.m3u8
衡水新闻综合,http://hls.hsrtv.cn/hls/hstv1.m3u8
景县电视一套,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/playlist.m3u8
景县电视一套,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/chunklist_w1092008512.m3u8
景县电视二套,http://hbjx.chinashadt.com:1935/live/stream:jx2.stream_360p/playlist.m3u8
邢台新闻综合频道,http://a.xttv.top/xttv/5ebe09cb3d1a0f3f3d062e99c78175a0.m3u8?auth_key=1861891200
邢台公共娱乐频道,http://a.xttv.top/xttv/d0586743dc68918f808f28b8bc90c737.m3u8?auth_key=1861891200
河北阜城电视台1,http://hbfc.chinashadt.com:2036/live/2.stream/playlist.m3u8
河北快乐3频道,http://app.qatv.cn:1936/live/stream:kl3pd.stream_720p/playlist.m3u8
河北霸州文化,http://hbbz.chinashadt.com:2036/live/stream:bzwh.stream/playlist.m3u8
渤海新区,http://hbhh.chinashadt.com:2111/live/bhtv.stream/chunklist_w493648071.m3u8
迁安综合,http://app.qatv.cn:1936/live/stream:xwzh.stream_720p/chunklist_w91442629.m3u8

📺天津#genre#
滨海新闻,http://60.30.52.41/live/bhtv1/playlist.m3u8
滨海新闻,http://jsbh.chinashadt.com:2036/live/bh11.stream/playlist.m3u8
滨海综艺,http://60.30.52.41/live/bhtv2/playlist.m3u8
西青电视台,http://221.238.209.44:81/hls/live1.m3u8

滨海都市,http://60.30.52.41/live/bhtv2/playlist.m3u8

📺西藏#genre#
西藏藏语,http://media.vtibet.com/masvod/HLSLive/7/zangyuTV_q1.m3u8
安多藏语综合频道,http://222.214.9.34:90/live/wypd.m3u8

📺内蒙古#genre#
赤峰综合频道,http://vfile.cfrtv.cn/2017/1484/6248/0267/148462480267.ssm/148462480267.m3u8
内蒙古新闻,http://live.m2oplus.nmtv.cn/7/playlist.m3u8
乌兰察布新闻综合频道,http://stream1.wrbtv.cn/wrbtv2/sd/live.m3u8?_upt=b671a82a1578405871

📺贵州#genre#
黔西南综合,http://live.qxndt.com/channel2/sd/live.m3u8

📺青海#genre#
青海综合频道,http://lmt.scqstv.com/live1/live1.m3u8

📺福建#genre#
福建福州综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
福建福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8
福建福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
福建福州影视台,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福建厦门第一台,http://cctvtxyh5ca.liveplay.myqcloud.com/cstv/xiamen1_2/index.m3u8
晋江电视,http://stream.jinjiang.tv/1/sd/live.m3u8
晋江公共,http://live.china-latv.com/channel2/sd/live.m3u8
龙岩新闻综合,http://stream.lytv.net.cn/2/sd/live.m3u8
龙岩公共频道,http://stream.lytv.net.cn/1/sd/live.m3u8
漳州一套新闻综合频道,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8
新罗电视二套,http://stream.lyxltv.com/xinluotv/sd/live.m3u8
漳浦综合,http://220.161.87.62:8800/hls/0/index.m3u8
漳浦数字,http://220.161.87.62:8800/hls/1/index.m3u8

📺广西#genre#
柳州公共频道,http://39.135.32.29:6610/000000001000/lzgg/1.m3u8?IASHttpSessionId=OTT‘

📺新疆#genre#
巴州新闻,http://hbbz.chinashadt.com:2036/live/stream:bzxw.stream/chunklist_w877242305.m3u8
巴州公共,http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/chunklist_w1392286626.m3u8

📺辽宁#genre#
锦州新闻,http://stream.jzgbdst.cn/1/sd/live.m3u8?_upt=8842ef681578202947
锦州2,http://stream.jzgbdst.cn/2/sd/live.m3u8?_upt=07cad3811578202958
锦州3,http://stream.jzgbdst.cn/3/sd/live.m3u8?_upt=b7c414761578202967
滨城综合频道,http://sdbz.chinashadt.com:2036/live/1.stream/playlist.m3u8

📺黑龙江#genre#
鹤岗新闻综合频道,http://218.10.43.24:81/live/157ba509813644ea400e7c552b934d93/high/live.m3u8
鹤岗公共频道,http://218.10.43.24:81/live/bdac590a43b11a837c716a5ad606e95f/high/live.m3u8

📺吉林#genre#
吉林都市频道,http://stream1.jlntv.cn/dspd/playlist.m3u8?_upt=a9a201ef1578416337
吉林生活频道,http://stream1.jlntv.cn/shpd/playlist.m3u8?_upt=411141331578416402
吉林乡村频道,http://stream1.jlntv.cn/xcpd/playlist.m3u8?_upt=5f2ff2dc1578416455
吉林公共新闻,http://stream1.jlntv.cn/ggpd/playlist.m3u8?_upt=f83e9b1e1578416483
吉林篮球频道,http://stream1.jlntv.cn/lqpd/playlist.m3u8?_upt=2d83155d1578416512
榆树综合,http://stream.zhystv.com/yset/sd/live.m3u8
榆树综艺,http://stream.zhystv.com/ysyt/sd/live.m3u8
东北戏曲频道,http://stream1.jlntv.cn/dbxq/playlist.m3u8?_upt=4324704f1578416540
敦化一台,http://live.dhtv.tv/channel1/sd/live.m3u8
敦化二台,http://live.dhtv.tv/channel2/sd/live.m3u8

📺甘肃#genre#
金昌综合频道,http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8
金昌公共频道,http://stream4.liveyun.hoge.cn/ch01/sd/live.m3u8
酒泉综合频道,http://stream.gsjqtv.com/pd1/sd/live.m3u8
酒泉公共频道,http://stream.gsjqtv.com/pd2/sd/live.m3u8

📺宁夏#genre#
银川生活,http://stream.ycgbtv.com.cn/ycxw/sd/live.m3u8

📺蒙古#genre#
海西电视台综合频道,http://stream.haixitv.cn/1/sd/live.m3u8


📺景区,#genre#
国风景总览,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
直播中国,http://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8
黟县宏村南湖,https://gcalic.v.myalicdn.com/gc/yxhcnh_1/index.m3u8?contentid=2820180516001
黟县西递牌坊,https://gcalic.v.myalicdn.com/gc/yxxdpf_1/index.m3u8?contentid=2820180516001
黟县西递半山亭俯瞰,https://gcalic.v.myalicdn.com/gc/yxxdbst_1/index.m3u8?contentid=2820180516001
黟县卢村远眺,https://gccncc.v.wscdns.com/gc/yxlcyt_1/index.m3u8?contentid=2820180516001
婺源江岭2,https://gccncc.v.wscdns.com/gc/wygjt2_1/index.m3u8?contentid=2820180516001
黄山卧云峰,https://gcalic.v.myalicdn.com/gc/hswlf_1/index.m3u8?contentid=2820180516001
黄山梦笔生花,https://gccncc.v.wscdns.com/gc/hsmbsh_1/index.m3u8?contentid=2820180516001
黄山排云亭,https://gcalic.v.myalicdn.com/gc/hspyt_1/index.m3u8?contentid=2820180516001
黄山西海大峡谷,https://gcalic.v.myalicdn.com/gc/hsxhdxg_1/index.m3u8?contentid=2820180516001
黄山光明顶,https://gccncc.v.wscdns.com/gc/hsgmd_1/index.m3u8?contentid=2820180516001
黄山信兴道,https://gccncc.v.wscdns.com/gc/hsyg_1/index.m3u8?contentid=2820180516001
黄山平天矼,https://gcalic.v.myalicdn.com/gc/hsptgz_1/index.m3u8?contentid=2820180516001
黄山飞来石,https://gccncc.v.wscdns.com/gc/hsptgy_1/index.m3u8?contentid=2820180516001
云台山红石硖,https://gcalic.v.myalicdn.com/gc/ytshsx_1/index.m3u8?contentid=2820180516001
泰山迎客松,https://gcalic.v.myalicdn.com/gc/taishan02_1/index.m3u8?contentid=2820180516001
泰山拱北石,https://gcalic.v.myalicdn.com/gc/taishan04_1/index.m3u8?contentid=2820180516001
泰山十八盘,https://gcalic.v.myalicdn.com/gc/taishan05_1/index.m3u8?contentid=2820180516001
泰山玉皇顶,https://gcalic.v.myalicdn.com/gc/taishan06_1/index.m3u8?contentid=2820180516001
泰山天街,https://gccncc.v.wscdns.com/gc/taishan07_1/index.m3u8?contentid=2820180516001
云台山小寨沟,https://gccncc.v.wscdns.com/gc/ytsxzg_1/index.m3u8?contentid=2820180516001
云台山百家岩,https://gccncc.v.wscdns.com/gc/ytsbjy_1/index.m3u8?contentid=2820180516001
张家界水绕4门,https://gccncc.v.wscdns.com/gc/zjjsrsm_1/index.m3u8?contentid=2820180516001
张家界阿凡达悬浮山,https://gcalic.v.myalicdn.com/gc/zjjafdxfs_1/index.m3u8?contentid=2820180516001
凤凰古城南华山,https://gccncc.v.wscdns.com/gc/fhgcdnhs_1/index.m3u8?contentid=2820180516001
水长城镜头一,https://gcalic.v.myalicdn.com/gc/wgw01_1/index.m3u8?contentid=2820180516001
水长城镜头二,https://gcalic.v.myalicdn.com/gc/wgw02_1/index.m3u8?contentid=2820180516001
远眺玉龙雪山,https://gcalic.v.myalicdn.com/gc/ljgcwglytylxs_1/index.m3u8?contentid=2820180516001
大研花巷景观台,https://gcalic.v.myalicdn.com/gc/ljgcdyhxgjt_1/index.m3u8?contentid=2820180516001
远眺万佛顶,https://gcalic.v.myalicdn.com/gc/emswfs_1/index.m3u8?contentid=2820180516001
普贤菩萨像,https://gcalic.v.myalicdn.com/gc/emspxps_1/index.m3u8?contentid=2820180516001
悬空寺全景,https://gcalic.v.myalicdn.com/gc/hsxksqj_1/index.m3u8?contentid=2820180516001
恒宗,https://gcalic.v.myalicdn.com/gc/hsxkssqdzrqj_1/index.m3u8?contentid=2820180516001
悬空寺侧景,https://gcalic.v.myalicdn.com/gc/hsxkscj_1/index.m3u8?contentid=2820180516001
雪乡大石碑,https://gcalic.v.myalicdn.com/gc/mdjxxdsb_1/index.m3u8?contentid=2820180516001
中央电视台中塔东,https://gcalic.v.myalicdn.com/gc/ztd_1/index.m3u8?contentid=2820180516001
中央电视台中塔北,https://gcalic.v.myalicdn.com/gc/ztb_1/index.m3u8?contentid=2820180516001



